DIST-00001 | 6.754 | 5.449 | 0.9392 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01125 | 1.742 | -0.844 | 1.9277 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01126 | 4.951 | 2.533 | 2.1651 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01127 | 3.383 | 0.802 | 2.2713 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01128 | 6.978 | 4.598 | 1.8451 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01129 | 7.247 | 3.944 | 2.7598 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01130 | 4.189 | 1.037 | 2.9875 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01131 | 5.609 | 4.710 | 0.6953 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01132 | 4.506 | 3.146 | 1.1466 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01133 | 2.126 | 0.524 | 1.2195 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01134 | 8.442 | 8.462 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01135 | 3.255 | 2.141 | 0.8827 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01136 | 6.504 | 4.388 | 1.7145 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01137 | 4.871 | 4.941 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01138 | 5.263 | 3.084 | 1.8917 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01139 | 6.807 | 4.514 | 1.8234 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01140 | 1.549 | -0.008 | 1.0801 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01141 | 7.280 | 7.050 | 0.1273 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01142 | 4.074 | 1.643 | 2.2155 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01143 | 2.258 | 0.812 | 1.0763 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01144 | 6.427 | 6.142 | 0.1906 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01145 | 5.085 | 2.624 | 2.2242 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01146 | 2.800 | 2.795 | 0.0041 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01147 | 8.216 | 7.359 | 0.4345 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01148 | 6.455 | 3.902 | 2.1205 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01149 | 8.178 | 8.028 | 0.1047 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01150 | 3.488 | 0.721 | 2.4537 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01151 | 6.402 | 4.156 | 1.8217 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01152 | 8.386 | 7.715 | 0.2935 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01153 | 2.281 | 0.150 | 1.6349 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01154 | 3.030 | -0.146 | 2.7636 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01155 | 6.283 | 2.860 | 3.209 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01156 | 7.483 | 6.482 | 0.639 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01157 | 5.755 | 5.542 | 0.1364 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01158 | 7.472 | 5.511 | 1.4102 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01159 | 7.777 | 6.950 | 0.4949 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01160 | 3.182 | 1.711 | 1.1878 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01161 | 5.332 | 3.834 | 1.1872 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01162 | 6.437 | 4.649 | 1.4393 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01163 | 5.336 | 2.864 | 2.1956 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01164 | 7.345 | 5.450 | 1.3013 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01165 | 1.819 | 1.471 | 0.2536 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01166 | 5.660 | 3.443 | 1.9682 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01167 | 6.834 | 6.241 | 0.4129 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01168 | 8.467 | 7.172 | 0.7073 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01169 | 3.790 | 3.639 | 0.1265 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01170 | 6.701 | 7.075 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01171 | 3.370 | 3.690 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01172 | 6.400 | 3.472 | 2.5763 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01173 | 3.047 | 0.645 | 2.036 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01174 | 1.667 | 0.969 | 0.4666 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01175 | 4.588 | 3.920 | 0.5122 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01176 | 6.722 | 4.347 | 1.9044 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01177 | 5.424 | 5.864 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01178 | 5.176 | 2.952 | 1.9678 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01179 | 8.031 | 5.385 | 1.8142 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01180 | 3.554 | 4.018 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01181 | 8.426 | 8.633 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01182 | 2.531 | 1.902 | 0.4897 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01183 | 3.761 | 0.971 | 2.5522 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01184 | 2.280 | 1.183 | 0.7756 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01185 | 4.750 | 1.800 | 2.7603 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01186 | 4.245 | 2.100 | 1.9208 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01187 | 3.933 | 1.012 | 2.677 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01188 | 6.880 | 6.206 | 0.4349 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01189 | 4.659 | 2.625 | 1.8028 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01190 | 1.871 | 1.862 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01191 | 7.420 | 7.104 | 0.1831 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01192 | 4.691 | 2.759 | 1.6621 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01193 | 2.059 | 0.808 | 0.8926 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01194 | 8.440 | 5.872 | 1.6482 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01195 | 5.946 | 4.162 | 1.4218 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01196 | 3.106 | 1.707 | 1.1339 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01197 | 4.293 | 3.105 | 0.9808 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01198 | 8.153 | 8.279 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01199 | 6.457 | 5.492 | 0.6898 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01200 | 3.184 | -0.141 | 3.0096 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01201 | 6.409 | 3.508 | 2.5411 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01202 | 7.205 | 7.031 | 0.0927 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01203 | 8.130 | 5.175 | 2.0962 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01204 | 5.379 | 4.454 | 0.7321 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01205 | 5.476 | 5.523 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01206 | 6.312 | 3.033 | 2.997 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01207 | 8.305 | 5.727 | 1.6765 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01208 | 4.947 | 4.996 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01209 | 1.922 | -1.309 | 2.4585 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01210 | 8.079 | 8.138 | 0.0062 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01211 | 3.997 | 3.643 | 0.249 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01212 | 1.605 | 0.474 | 0.7528 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01213 | 3.071 | 0.774 | 1.9244 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01214 | 7.019 | 5.735 | 0.8989 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01215 | 7.904 | 6.125 | 1.1239 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01216 | 5.299 | 4.689 | 0.4887 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01217 | 7.532 | 6.544 | 0.5908 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01218 | 7.729 | 4.628 | 2.3831 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01219 | 3.542 | 1.716 | 1.5306 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01220 | 6.917 | 4.864 | 1.6023 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01221 | 6.762 | 6.693 | 0.0191 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01222 | 2.816 | 0.674 | 1.7599 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01223 | 8.184 | 7.633 | 0.2962 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01224 | 2.482 | 2.705 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01225 | 3.167 | 1.910 | 1.0021 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01226 | 6.017 | 4.632 | 1.0757 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01227 | 8.158 | 7.325 | 0.4479 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01228 | 7.819 | 7.064 | 0.4236 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01229 | 6.700 | 5.894 | 0.5653 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01230 | 3.471 | 0.914 | 2.298 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01231 | 6.209 | 6.087 | 0.0695 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01232 | 6.924 | 6.944 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01233 | 3.630 | 3.282 | 0.2659 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01234 | 6.287 | 5.995 | 0.248 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01235 | 2.045 | 1.833 | 0.1292 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01236 | 8.471 | 6.839 | 0.9495 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01237 | 5.917 | 3.989 | 1.6311 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01238 | 4.666 | 1.739 | 2.7428 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01239 | 4.926 | 4.366 | 0.4434 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01240 | 4.273 | 1.261 | 2.8634 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01241 | 2.789 | -0.134 | 2.4698 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01242 | 6.856 | 6.284 | 0.3648 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01243 | 8.393 | 5.808 | 1.6587 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01244 | 4.670 | 4.065 | 0.4534 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01245 | 2.539 | -0.080 | 2.1193 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01246 | 8.467 | 7.664 | 0.3788 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01247 | 3.200 | 3.672 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01248 | 5.749 | 3.077 | 2.3822 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01249 | 3.933 | 0.893 | 2.8307 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01250 | 3.753 | 1.368 | 2.0826 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01251 | 2.949 | 0.928 | 1.6709 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01252 | 7.854 | 6.000 | 1.2155 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01253 | 5.256 | 2.440 | 2.5703 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01254 | 1.848 | -0.260 | 1.547 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01255 | 3.671 | 1.900 | 1.5291 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01256 | 4.572 | 3.654 | 0.7155 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01257 | 2.571 | 2.457 | 0.1149 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01258 | 6.007 | 5.601 | 0.294 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01259 | 2.304 | 2.314 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01260 | 2.439 | 2.093 | 0.2467 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01261 | 4.163 | 1.379 | 2.5815 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01262 | 3.072 | 0.320 | 2.3796 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01263 | 3.209 | 0.067 | 2.8104 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01264 | 8.014 | 5.744 | 1.4866 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01265 | 3.118 | 3.214 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01266 | 3.790 | 1.664 | 1.8295 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01267 | 5.863 | 4.575 | 1.0031 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01268 | 7.947 | 4.517 | 2.6291 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01269 | 1.920 | 0.381 | 1.0929 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01270 | 2.998 | 0.213 | 2.4196 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01271 | 6.012 | 3.299 | 2.4256 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01272 | 8.092 | 6.406 | 1.0361 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01273 | 4.578 | 2.931 | 1.3868 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01274 | 8.360 | 5.860 | 1.6005 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01275 | 6.638 | 3.402 | 2.8898 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01276 | 6.855 | 4.131 | 2.2438 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01277 | 7.794 | 4.824 | 2.2682 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01278 | 6.837 | 7.229 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01279 | 6.162 | 3.172 | 2.6935 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01280 | 7.471 | 7.600 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01281 | 6.267 | 4.064 | 1.8242 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01282 | 4.361 | 4.014 | 0.264 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01283 | 8.068 | 7.705 | 0.2001 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01284 | 3.396 | 3.742 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01285 | 5.812 | 5.461 | 0.2341 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01286 | 4.864 | 4.891 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01287 | 5.838 | 2.848 | 2.7086 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01288 | 7.210 | 4.608 | 2.0344 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
